spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-04-14,197.0,197.0,1309,1269,1513,1405,1257,983,1381,1355,61,67,123,96,119,109,130,136,-52.0,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-18.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-1.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-68.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,24.0,24.0,24.0,33.0,17.0,14.0,26.0,24.0
1,2020-04-15,244.0,244.0,1269,1513,1405,1257,983,1381,1355,1174,67,123,96,119,109,130,136,154,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,24.0,24.0,33.0,17.0,14.0,26.0,24.0,24.0
1,2020-04-16,179.0,179.0,1513,1405,1257,983,1381,1355,1174,2600,123,96,119,109,130,136,154,203,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,24.0,33.0,17.0,14.0,26.0,24.0,24.0,25.0
1,2020-04-17,202.0,202.0,1405,1257,983,1381,1355,1174,2600,2005,96,119,109,130,136,154,203,126,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,33.0,17.0,14.0,26.0,24.0,24.0,25.0,27.0
1,2020-04-18,148.0,148.0,1257,983,1381,1355,1174,2600,2005,1542,119,109,130,136,154,203,126,143,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,17.0,14.0,26.0,24.0,24.0,25.0,27.0,16.0
1,2020-04-19,140.0,140.0,983,1381,1355,1174,2600,2005,1542,1277,109,130,136,154,203,126,143,158,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,14.0,26.0,24.0,24.0,25.0,27.0,16.0,14.0
1,2020-04-20,242.0,242.0,1381,1355,1174,2600,2005,1542,1277,2025,130,136,154,203,126,143,158,146,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,26.0,24.0,24.0,25.0,27.0,16.0,14.0,22.0
1,2020-04-21,170.0,170.0,1355,1174,2600,2005,1542,1277,2025,1744,136,154,203,126,143,158,146,193,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,24.0,24.0,25.0,27.0,16.0,14.0,22.0,23.0
1,2020-04-22,159.0,159.0,1174,2600,2005,1542,1277,2025,1744,2261,154,203,126,143,158,146,193,195,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,24.0,25.0,27.0,16.0,14.0,22.0,23.0,24.0
1,2020-04-23,147.0,147.0,2600,2005,1542,1277,2025,1744,2261,1636,203,126,143,158,146,193,195,171,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,25.0,27.0,16.0,14.0,22.0,23.0,24.0,24.0
1,2020-04-24,153.0,153.0,2005,1542,1277,2025,1744,2261,1636,1620,126,143,158,146,193,195,171,180,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,27.0,16.0,14.0,22.0,23.0,24.0,24.0,25.0
1,2020-04-25,164.0,164.0,1542,1277,2025,1744,2261,1636,1620,1452,143,158,146,193,195,171,180,187,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,16.0,14.0,22.0,23.0,24.0,24.0,25.0,14.0
1,2020-04-26,118.0,118.0,1277,2025,1744,2261,1636,1620,1452,1662,158,146,193,195,171,180,187,157,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,14.0,22.0,23.0,24.0,24.0,25.0,14.0,13.0
1,2020-04-27,134.0,134.0,2025,1744,2261,1636,1620,1452,1662,1583,146,193,195,171,180,187,157,185,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,22.0,23.0,24.0,24.0,25.0,14.0,13.0,21.0
1,2020-04-28,151.0,151.0,1744,2261,1636,1620,1452,1662,1583,1534,193,195,171,180,187,157,185,197,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,23.0,24.0,24.0,25.0,14.0,13.0,21.0,16.0
1,2020-04-29,103.0,103.0,2261,1636,1620,1452,1662,1583,1534,1715,195,171,180,187,157,185,197,244,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,24.0,24.0,25.0,14.0,13.0,21.0,16.0,22.0
1,2020-04-30,121.0,121.0,1636,1620,1452,1662,1583,1534,1715,1592,171,180,187,157,185,197,244,179,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-4.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,24.0,25.0,14.0,13.0,21.0,16.0,22.0,23.0
1,2020-05-01,121.0,121.0,1620,1452,1662,1583,1534,1715,1592,1886,180,187,157,185,197,244,179,202,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-4.0,10.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,25.0,14.0,13.0,21.0,16.0,22.0,23.0,23.0
1,2020-05-02,119.0,119.0,1452,1662,1583,1534,1715,1592,1886,1583,187,157,185,197,244,179,202,148,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,16.0,-6.0,14.0,14.0,6.0,-4.0,10.0,15.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,14.0,13.0,21.0,16.0,22.0,23.0,23.0,14.0
1,2020-05-03,90.0,90.0,1662,1583,1534,1715,1592,1886,1583,2578,157,185,197,244,179,202,148,140,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-6.0,14.0,14.0,6.0,-4.0,10.0,15.0,47.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,13.0,21.0,16.0,22.0,23.0,23.0,14.0,11.0
1,2020-05-04,92.0,92.0,1583,1534,1715,1592,1886,1583,2578,1453,185,197,244,179,202,148,140,242,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,14.0,14.0,6.0,-4.0,10.0,15.0,47.0,5.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,21.0,16.0,22.0,23.0,23.0,14.0,11.0,20.0
1,2020-05-05,75.0,75.0,1534,1715,1592,1886,1583,2578,1453,1258,197,244,179,202,148,140,242,170,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,14.0,6.0,-4.0,10.0,15.0,47.0,5.0,32.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,16.0,22.0,23.0,23.0,14.0,11.0,20.0,20.0
1,2020-05-06,122.0,122.0,1715,1592,1886,1583,2578,1453,1258,1479,244,179,202,148,140,242,170,159,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,6.0,-4.0,10.0,15.0,47.0,5.0,32.0,36.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,22.0,23.0,23.0,14.0,11.0,20.0,20.0,20.0
1,2020-05-07,96.0,96.0,1592,1886,1583,2578,1453,1258,1479,1507,179,202,148,140,242,170,159,147,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-4.0,10.0,15.0,47.0,5.0,32.0,36.0,32.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,23.0,23.0,14.0,11.0,20.0,20.0,20.0,21.0
1,2020-05-08,98.0,98.0,1886,1583,2578,1453,1258,1479,1507,1473,202,148,140,242,170,159,147,153,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,10.0,15.0,47.0,5.0,32.0,36.0,32.0,9.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,23.0,14.0,11.0,20.0,20.0,20.0,21.0,22.0
1,2020-05-09,94.0,94.0,1583,2578,1453,1258,1479,1507,1473,1244,148,140,242,170,159,147,153,164,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,15.0,47.0,5.0,32.0,36.0,32.0,9.0,0.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,14.0,11.0,20.0,20.0,20.0,21.0,22.0,13.0
1,2020-05-10,88.0,88.0,2578,1453,1258,1479,1507,1473,1244,1173,140,242,170,159,147,153,164,118,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,47.0,5.0,32.0,36.0,32.0,9.0,0.0,20.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,11.0,20.0,20.0,20.0,21.0,22.0,13.0,10.0
1,2020-05-11,94.0,94.0,1453,1258,1479,1507,1473,1244,1173,1173,242,170,159,147,153,164,118,134,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,5.0,32.0,36.0,32.0,9.0,0.0,20.0,19.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,20.0,20.0,20.0,21.0,22.0,13.0,10.0,19.0
1,2020-05-12,92.0,92.0,1258,1479,1507,1473,1244,1173,1173,1155,170,159,147,153,164,118,134,151,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,32.0,36.0,32.0,9.0,0.0,20.0,19.0,20.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,20.0,20.0,21.0,22.0,13.0,10.0,19.0,20.0
1,2020-05-13,94.0,94.0,1479,1507,1473,1244,1173,1173,1155,1149,159,147,153,164,118,134,151,103,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,36.0,32.0,9.0,0.0,20.0,19.0,20.0,46.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,20.0,21.0,22.0,13.0,10.0,19.0,20.0,19.0
1,2020-05-14,111.0,111.0,1507,1473,1244,1173,1173,1155,1149,1213,147,153,164,118,134,151,103,121,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,32.0,9.0,0.0,20.0,19.0,20.0,46.0,37.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,21.0,22.0,13.0,10.0,19.0,20.0,19.0,20.0
1,2020-05-15,80.0,80.0,1473,1244,1173,1173,1155,1149,1213,1178,153,164,118,134,151,103,121,121,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,9.0,0.0,20.0,19.0,20.0,46.0,37.0,24.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,22.0,13.0,10.0,19.0,20.0,19.0,20.0,21.0
1,2020-05-16,60.0,60.0,1244,1173,1173,1155,1149,1213,1178,1247,164,118,134,151,103,121,121,119,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,0.0,20.0,19.0,20.0,46.0,37.0,24.0,62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,13.0,10.0,19.0,20.0,19.0,20.0,21.0,10.0
1,2020-05-17,49.0,49.0,1173,1173,1155,1149,1213,1178,1247,1126,118,134,151,103,121,121,119,90,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,20.0,19.0,20.0,46.0,37.0,24.0,62.0,86.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,10.0,19.0,20.0,19.0,20.0,21.0,10.0,8.0
1,2020-05-18,46.0,46.0,1173,1155,1149,1213,1178,1247,1126,1079,134,151,103,121,121,119,90,92,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,19.0,20.0,46.0,37.0,24.0,62.0,86.0,94.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,19.0,20.0,19.0,20.0,21.0,10.0,8.0,24.0
1,2020-05-19,56.0,56.0,1155,1149,1213,1178,1247,1126,1079,1082,151,103,121,121,119,90,92,75,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,20.0,46.0,37.0,24.0,62.0,86.0,94.0,57.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,20.0,19.0,20.0,21.0,10.0,8.0,24.0,18.0
1,2020-05-20,54.0,54.0,1149,1213,1178,1247,1126,1079,1082,1082,103,121,121,119,90,92,75,122,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,46.0,37.0,24.0,62.0,86.0,94.0,57.0,70.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,19.0,20.0,21.0,10.0,8.0,24.0,18.0,17.0
1,2020-05-21,64.0,64.0,1213,1178,1247,1126,1079,1082,1082,1167,121,121,119,90,92,75,122,96,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,37.0,24.0,62.0,86.0,94.0,57.0,70.0,73.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,20.0,21.0,10.0,8.0,24.0,18.0,17.0,18.0
1,2020-05-22,40.0,40.0,1178,1247,1126,1079,1082,1082,1167,1205,121,119,90,92,75,122,96,98,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,24.0,62.0,86.0,94.0,57.0,70.0,73.0,63.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,21.0,10.0,8.0,24.0,18.0,17.0,18.0,18.0
1,2020-05-23,62.0,62.0,1247,1126,1079,1082,1082,1167,1205,1204,119,90,92,75,122,96,98,94,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,62.0,86.0,94.0,57.0,70.0,73.0,63.0,85.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,10.0,8.0,24.0,18.0,17.0,18.0,18.0,9.0
1,2020-05-24,41.0,41.0,1126,1079,1082,1082,1167,1205,1204,955,90,92,75,122,96,98,94,88,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,86.0,94.0,57.0,70.0,73.0,63.0,85.0,115.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,8.0,24.0,18.0,17.0,18.0,18.0,9.0,6.0
1,2020-05-25,44.0,44.0,1079,1082,1082,1167,1205,1204,955,1013,92,75,122,96,98,94,88,94,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,94.0,57.0,70.0,73.0,63.0,85.0,115.0,64.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,24.0,18.0,17.0,18.0,18.0,9.0,6.0,16.0
1,2020-05-26,34.0,34.0,1082,1082,1167,1205,1204,955,1013,971,75,122,96,98,94,88,94,92,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,57.0,70.0,73.0,63.0,85.0,115.0,64.0,80.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,18.0,17.0,18.0,18.0,9.0,6.0,16.0,16.0
1,2020-05-27,35.0,35.0,1082,1167,1205,1204,955,1013,971,899,122,96,98,94,88,94,92,94,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,70.0,73.0,63.0,85.0,115.0,64.0,80.0,82.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,17.0,18.0,18.0,9.0,6.0,16.0,16.0,16.0
1,2020-05-28,31.0,31.0,1167,1205,1204,955,1013,971,899,987,96,98,94,88,94,92,94,111,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,73.0,63.0,85.0,115.0,64.0,80.0,82.0,64.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,18.0,18.0,9.0,6.0,16.0,16.0,16.0,17.0
1,2020-05-29,29.0,29.0,1205,1204,955,1013,971,899,987,933,98,94,88,94,92,94,111,80,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,63.0,85.0,115.0,64.0,80.0,82.0,64.0,51.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,18.0,9.0,6.0,16.0,16.0,16.0,17.0,18.0
1,2020-05-30,28.0,28.0,1204,955,1013,971,899,987,933,772,94,88,94,92,94,111,80,60,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,85.0,115.0,64.0,80.0,82.0,64.0,51.0,58.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,9.0,6.0,16.0,16.0,16.0,17.0,18.0,9.0
1,2020-05-31,19.0,19.0,955,1013,971,899,987,933,772,798,88,94,92,94,111,80,60,49,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,115.0,64.0,80.0,82.0,64.0,51.0,58.0,69.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,6.0,16.0,16.0,16.0,17.0,18.0,9.0,7.0
1,2020-06-01,8.0,8.0,1013,971,899,987,933,772,798,809,94,92,94,111,80,60,49,46,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,64.0,80.0,82.0,64.0,51.0,58.0,69.0,81.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,16.0,16.0,16.0,17.0,18.0,9.0,7.0,14.0
1,2020-06-02,24.0,24.0,971,899,987,933,772,798,809,672,92,94,111,80,60,49,46,56,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,80.0,82.0,64.0,51.0,58.0,69.0,81.0,64.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,16.0,16.0,17.0,18.0,9.0,7.0,14.0,16.0
1,2020-06-03,21.0,21.0,899,987,933,772,798,809,672,681,94,111,80,60,49,46,56,54,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,82.0,64.0,51.0,58.0,69.0,81.0,64.0,68.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,16.0,17.0,18.0,9.0,7.0,14.0,16.0,16.0
1,2020-06-04,13.0,13.0,987,933,772,798,809,672,681,628,111,80,60,49,46,56,54,64,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,64.0,51.0,58.0,69.0,81.0,64.0,68.0,108.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,17.0,18.0,9.0,7.0,14.0,16.0,16.0,15.0
1,2020-06-05,25.0,25.0,933,772,798,809,672,681,628,678,80,60,49,46,56,54,64,40,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,51.0,58.0,69.0,81.0,64.0,68.0,108.0,101.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,18.0,9.0,7.0,14.0,16.0,16.0,15.0,15.0
